,Age,Gender,Location,Income,Decision maker,movie ticket,medium pizza,coca cola,oven,shampoo,Leisure; entertainment and travel,Food and dishes,Commodities and groceries,Productivity; gadgets and technology,Lifestyle; beauty and clothing,Leisure; entertainment and travel.1,Food and dishes.1,Commodities and groceries.1,Productivity; gadgets and technology.1,Lifestyle; beauty and clothing.1,decrease Leisure; entertainment and travel,decrease Food and dishes,decrease Commodities and groceries,decrease Productivity; gadgets and technology,decerase Lifestyle; beauty and clothing,payment preference,shopping preference,planned or preplanned,transaction frequency,willingness for additional charges,feeling towards discount,brand charges more than another,time category,movie ticket price,medium pizza price,coca cola price,oven price,shampoo price,Leisure; entertainment and travel_numeric,Food and dishes_numeric,Commodities and groceries_numeric,Productivity; gadgets and technology_numeric,Lifestyle; beauty and clothing_numeric,Payment Preference,Shopping Preference,Spontaneous or Preplanned,Transaction Frequency
292,18-24,Male,Delhi/NCR,"Rs. 50,000- 2,00,000",No,250,400,40,15000,90,Overcharged,Fairly Charged,Fairly Charged,Overcharged,Fairly Charged,0,1,1,0,1,1,1,1,1,1,Digital,Online,Spontaneous,Less Frequent,0.1,The deal is likely to be shadowed by additional hidden costs,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Very Little Time,Accurate,Overestimated,Accurate,Overestimated,Underestimated,2,1,1,2,1,5,5,5,1
293,35-54,Female,Kolkata,"Above Rs. 5,00,000","Yes, for the whole household",250,400,40,7500,220,Overcharged,Fairly Charged,Fairly Charged,Fairly Charged,Overcharged,1,1,1,0,1,1,1,1,1,1,Indifferent,Indifferent,Indifferent,Less Frequent,0.05,The deal seems ingenuine and a marketing tactic,In most cases I feel the brand is overcharging,Considerable Time,Accurate,Overestimated,Accurate,Accurate,Underestimated,2,1,1,1,2,3,3,3,2
294,18-24,Female,Delhi/NCR,"Rs. 50,000- 2,00,000","Yes, but only for myself",250,400,40,15000,90,Overcharged,Fairly Charged,Fairly Charged,Overcharged,Fairly Charged,0,1,1,0,1,1,1,1,1,1,Digital,Online,Spontaneous,More Frequent,0.1,The deal is likely to be shadowed by additional hidden costs,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",No Time,Accurate,Overestimated,Accurate,Overestimated,Underestimated,2,1,1,2,1,5,5,5,5
295,25-34,Male,Kolkata,"Rs. 2,00,000- 5,00,000","Yes, but only for myself",300,500,40,8000,200,Overcharged,Overcharged,Fairly Charged,Fairly Charged,Overcharged,1,1,1,1,1,1,1,1,1,1,Indifferent,Offline,Spontaneous,More Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,Moderate Time,Accurate,Overestimated,Accurate,Accurate,Underestimated,2,2,1,1,2,3,2,5,5
296,25-34,Male,Bangalore,"Below Rs. 50,000","Yes, but only for myself",250,500,45,12500,650,Fairly Charged,Fairly Charged,Fairly Charged,Overcharged,Fairly Charged,0,1,1,0,0,1,1,1,1,1,Digital,Online,Spontaneous,Indifferent,0.05,The deal seems ingenuine and a marketing tactic,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Considerable Time,Accurate,Overestimated,Accurate,Overestimated,Overestimated,1,1,1,2,1,5,4,4,3
297,18-24,Female,Delhi/NCR,"Below Rs. 50,000",No,200,550,35,11000,650,Fairly Charged,Overcharged,Fairly Charged,Overcharged,Fairly Charged,1,1,1,0,1,1,1,1,1,1,Digital,Online,Spontaneous,More Frequent,0,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,Excessive Time,Accurate,Overestimated,Accurate,Overestimated,Overestimated,1,2,1,2,1,5,5,4,4
298,55+,Female,Delhi/NCR,"Rs. 50,000- 2,00,000","Yes, but only for myself",200,550,40,20000,600,Overcharged,Overcharged,Overcharged,Overcharged,Overcharged,0,0,1,0,1,1,1,1,1,1,Digital,Online,Spontaneous,More Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,Considerable Time,Accurate,Overestimated,Accurate,Overestimated,Overestimated,2,2,2,2,2,5,4,4,4
299,35-54,Female,Delhi/NCR,"Below Rs. 50,000","Yes, for the whole household",325,350,50,7500,250,Fairly Charged,Overcharged,Fairly Charged,Overcharged,Overcharged,0,0,1,0,0,1,1,1,1,1,Indifferent,Indifferent,Indifferent,Less Frequent,0.05,The deal seems ingenuine and a marketing tactic,In most cases I feel the brand is overcharging,Considerable Time,Overestimated,Overestimated,Overestimated,Accurate,Accurate,1,2,1,2,2,3,3,3,2
300,35-54,Female,Delhi/NCR,"Below Rs. 50,000","Yes, for the whole household",250,275,48,6000,225,Overcharged,Overcharged,Fairly Charged,Overcharged,Fairly Charged,0,0,0,0,0,1,1,1,1,1,Digital,Offline,Pre Planned,Less Frequent,0,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,Very Little Time,Accurate,Accurate,Accurate,Underestimated,Underestimated,2,2,1,2,1,4,2,1,1
301,55+,Male,Delhi/NCR,"Rs. 50,000- 2,00,000","Yes, for the whole household",300,350,40,7000,220,Overcharged,Overcharged,Fairly Charged,Overcharged,Fairly Charged,0,0,1,0,1,1,1,1,1,1,Digital,Online,Pre Planned,Indifferent,0.05,The deal seems ingenuine and a marketing tactic,In most cases I feel the brand is overcharging,Moderate Time,Accurate,Overestimated,Accurate,Accurate,Underestimated,2,2,1,2,1,4,4,2,3
302,18-24,Male,Other,"Below Rs. 50,000","Yes, but only for myself",200,440,45,6000,169,Overcharged,Fairly Charged,Fairly Charged,Fairly Charged,Fairly Charged,0,1,1,1,1,1,1,1,1,1,Digital,Online,Pre Planned,Less Frequent,0.05,The deal seems ingenuine and a marketing tactic,In most cases I feel the brand is overcharging,Moderate Time,Accurate,Overestimated,Accurate,Underestimated,Underestimated,2,1,1,1,1,5,5,1,2
303,55+,Male,Delhi/NCR,"Above Rs. 5,00,000","Yes, for the whole household",350,400,35,13000,490,Fairly Charged,Fairly Charged,Fairly Charged,Overcharged,Fairly Charged,0,1,1,1,0,1,1,1,1,1,Digital,Online,Spontaneous,Less Frequent,0.1,The deal is genuine,In most cases I feel the price is justified because the product is better,Moderate Time,Overestimated,Overestimated,Accurate,Overestimated,Overestimated,1,1,1,2,1,5,4,4,2
304,25-34,Male,Delhi/NCR,"Below Rs. 50,000",No,300,400,35,12000,500,Fairly Charged,Fairly Charged,Fairly Charged,Overcharged,Overcharged,0,1,1,0,0,1,1,1,1,1,Digital,Online,Indifferent,Less Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,Excessive Time,Accurate,Overestimated,Accurate,Overestimated,Overestimated,1,1,1,2,2,5,5,3,2
305,18-24,Male,Delhi/NCR,"Below Rs. 50,000",No,200,450,45,15000,400,Fairly Charged,Overcharged,Overcharged,Overcharged,Fairly Charged,1,1,1,1,0,1,1,1,1,1,Digital,Online,Indifferent,More Frequent,0.05,The deal seems ingenuine and a marketing tactic,In most cases I feel the price is justified because the product is better,Excessive Time,Accurate,Overestimated,Accurate,Overestimated,Overestimated,1,2,2,2,1,5,4,3,5
306,18-24,Male,Delhi/NCR,"Rs. 50,000- 2,00,000","Yes, but only for myself",200,250,45,7500,185,Overcharged,Fairly Charged,Overcharged,Overcharged,Overcharged,1,1,0,0,0,1,1,1,1,1,Digital,Indifferent,Indifferent,More Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,No Time,Accurate,Accurate,Accurate,Accurate,Underestimated,2,1,2,2,2,5,3,3,4
307,18-24,Female,Other,"Below Rs. 50,000",No,160,200,40,20000,90,Fairly Charged,Overcharged,Overcharged,Overcharged,Overcharged,0,0,0,0,0,1,1,1,1,1,Indifferent,Offline,Spontaneous,Less Frequent,0.1,The deal is genuine,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Very Little Time,Underestimated,Accurate,Accurate,Overestimated,Underestimated,1,2,2,2,2,3,1,4,2
308,18-24,Female,Delhi/NCR,"Above Rs. 5,00,000",No,300,450,50,11000,250,Overcharged,Overcharged,Overcharged,Overcharged,Overcharged,0,0,1,0,0,1,1,1,1,1,Cash,Offline,Spontaneous,More Frequent,0.1,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,Considerable Time,Accurate,Overestimated,Overestimated,Overestimated,Accurate,2,2,2,2,2,2,1,5,4
309,18-24,Female,Other,"Rs. 2,00,000- 5,00,000","Yes, but only for myself",250,480,40,8000,199,Fairly Charged,Overcharged,Overcharged,Fairly Charged,Overcharged,0,1,1,0,1,1,0,1,1,1,Digital,Indifferent,Spontaneous,Less Frequent,0.05,The deal is genuine,In most cases I feel the price is justified because the product is better,Considerable Time,Accurate,Overestimated,Accurate,Accurate,Underestimated,1,2,2,1,2,4,3,5,2
310,25-34,Male,Other,"Above Rs. 5,00,000","Yes, for the whole household",,,,,,Fairly Charged,Overcharged,Undercharged,Overcharged,Fairly Charged,1,1,1,1,1,1,1,0,1,0,Digital,Indifferent,,More Frequent,0.1,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,Considerable Time,Accurate,Accurate,Accurate,Accurate,Accurate,1,2,0,2,1,4,3,,5
311,18-24,Male,Delhi/NCR,"Rs. 2,00,000- 5,00,000","Yes, but only for myself",350,300,40,40000,50,Overcharged,Fairly Charged,Fairly Charged,Overcharged,Overcharged,1,1,1,1,0,1,1,1,1,1,Digital,Online,Indifferent,Indifferent,0.05,The deal seems ingenuine and a marketing tactic,In most cases I feel the brand is overcharging,Moderate Time,Overestimated,Accurate,Accurate,Overestimated,Underestimated,2,1,1,2,2,4,4,3,3
312,18-24,Female,Delhi/NCR,"Above Rs. 5,00,000",No,300,350,80,6000,200,Overcharged,Overcharged,Fairly Charged,Overcharged,Overcharged,0,1,1,1,1,1,1,1,0,1,Cash,Offline,Spontaneous,Less Frequent,0.05,The deal seems ingenuine and a marketing tactic,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Moderate Time,Accurate,Overestimated,Overestimated,Underestimated,Underestimated,2,2,1,2,2,1,2,4,2
313,18-24,Other,Delhi/NCR,"Above Rs. 5,00,000",No,250,120,40,20000,100,Undercharged,Fairly Charged,Fairly Charged,Undercharged,Undercharged,0,1,1,0,0,1,1,1,0,1,Cash,Indifferent,Spontaneous,Less Frequent,0.1,The deal is likely to be shadowed by additional hidden costs,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Considerable Time,Accurate,Underestimated,Accurate,Overestimated,Underestimated,0,1,1,0,0,2,3,4,2
314,18-24,Male,Other,"Rs. 2,00,000- 5,00,000",No,300,300,40,20000,120,Overcharged,Overcharged,Fairly Charged,Overcharged,Overcharged,1,1,1,1,1,1,1,1,1,1,Digital,Offline,Pre Planned,Indifferent,0.05,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,Very Little Time,Accurate,Accurate,Accurate,Overestimated,Underestimated,2,2,1,2,2,5,1,1,3
315,18-24,Male,Delhi/NCR,"Below Rs. 50,000","Yes, but only for myself",250,250,40,9000,200,Overcharged,Fairly Charged,Fairly Charged,Overcharged,Overcharged,0,1,1,1,0,1,1,0,1,0,Digital,Indifferent,Indifferent,More Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,Moderate Time,Accurate,Accurate,Accurate,Accurate,Underestimated,2,1,1,2,2,4,3,3,4
316,18-24,Female,Delhi/NCR,"Above Rs. 5,00,000",No,500,400,80,30000,300,Overcharged,Overcharged,Overcharged,Overcharged,Overcharged,1,0,0,0,0,0,0,0,0,0,Cash,Offline,Pre Planned,Indifferent,0.05,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,No Time,Overestimated,Overestimated,Overestimated,Overestimated,Accurate,2,2,2,2,2,1,1,1,3
317,25-34,Male,Other,"Below Rs. 50,000",No,250,300,35,15000,130,Overcharged,Overcharged,Fairly Charged,Overcharged,Fairly Charged,0,1,1,0,0,1,1,1,1,1,Digital,Online,Indifferent,Indifferent,0.1,The deal is likely to be shadowed by additional hidden costs,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Very Little Time,Accurate,Accurate,Accurate,Overestimated,Underestimated,2,2,1,2,1,5,5,3,3
318,18-24,Male,Delhi/NCR,"Below Rs. 50,000","Yes, but only for myself",150,200,40,3000,200,Fairly Charged,Undercharged,Overcharged,Undercharged,Fairly Charged,0,1,1,1,0,1,1,1,1,0,Digital,Indifferent,Indifferent,Less Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,Moderate Time,Underestimated,Accurate,Accurate,Underestimated,Underestimated,1,0,2,0,1,5,3,3,1
319,25-34,Female,Other,"Rs. 50,000- 2,00,000","Yes, but only for myself",379,149,45,5999,139,Undercharged,Fairly Charged,Fairly Charged,Overcharged,Overcharged,1,1,0,0,1,1,0,1,0,1,Indifferent,Indifferent,Indifferent,Indifferent,0.1,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,Considerable Time,Overestimated,Underestimated,Accurate,Underestimated,Underestimated,0,1,1,2,2,3,3,3,3
320,18-24,Female,Other,"Rs. 50,000- 2,00,000","Yes, for the whole household",450,180,35,5000,160,Fairly Charged,Undercharged,Overcharged,Overcharged,Fairly Charged,1,0,0,1,0,1,1,0,0,1,Indifferent,Indifferent,Pre Planned,More Frequent,0,The deal is genuine,In most cases I feel the price is justified because the product is better,Considerable Time,Overestimated,Underestimated,Accurate,Underestimated,Underestimated,1,0,2,2,1,3,3,2,4
321,25-34,Male,Other,"Rs. 50,000- 2,00,000","Yes, for the whole household",300,220,60,4000,210,Fairly Charged,Undercharged,Overcharged,Fairly Charged,Undercharged,1,1,0,0,0,1,1,0,0,1,Indifferent,Online,Indifferent,Indifferent,0,The deal is genuine,In most cases I feel the price is justified because the product is better,Excessive Time,Accurate,Accurate,Overestimated,Underestimated,Underestimated,1,0,2,1,0,3,5,3,3
322,25-34,Female,Other,"Rs. 50,000- 2,00,000","Yes, for the whole household",350,150,50,5000,230,Fairly Charged,Fairly Charged,Overcharged,Overcharged,Undercharged,0,1,0,1,1,1,1,1,0,0,Indifferent,Indifferent,Indifferent,Indifferent,0,The deal is likely to be shadowed by additional hidden costs,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Excessive Time,Overestimated,Underestimated,Overestimated,Underestimated,Underestimated,1,1,2,2,0,3,3,3,3
323,35-54,Female,Other,"Rs. 50,000- 2,00,000","Yes, for the whole household",300,200,70,6000,180,Overcharged,Fairly Charged,Overcharged,Overcharged,Overcharged,1,0,1,0,1,0,1,0,0,1,Indifferent,Online,Indifferent,Indifferent,0.05,The deal is genuine,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Moderate Time,Accurate,Accurate,Overestimated,Underestimated,Underestimated,2,1,2,2,2,3,4,3,3
324,18-24,Male,Other,"Rs. 50,000- 2,00,000","Yes, but only for myself",200,200,30,8000,100,Overcharged,Fairly Charged,Undercharged,Overcharged,Fairly Charged,0,1,1,1,1,1,1,0,0,1,Indifferent,Indifferent,Spontaneous,Indifferent,0.05,The deal seems ingenuine and a marketing tactic,In most cases I feel the brand is overcharging,Considerable Time,Accurate,Accurate,Underestimated,Accurate,Underestimated,2,1,0,2,1,3,3,4,3
325,25-34,Female,Delhi/NCR,"Below Rs. 50,000","Yes, but only for myself",300,350,40,12000,90,Fairly Charged,Overcharged,Fairly Charged,Overcharged,Fairly Charged,0,1,1,0,0,0,1,1,0,1,Indifferent,Indifferent,Spontaneous,More Frequent,0.2,The deal seems ingenuine and a marketing tactic,In most cases I feel the brand is overcharging,Excessive Time,Accurate,Overestimated,Accurate,Overestimated,Underestimated,1,2,1,2,1,3,3,5,5
326,18-24,Male,Other,"Below Rs. 50,000","Yes, but only for myself",200,150,45,3000,175,Overcharged,Fairly Charged,Overcharged,Fairly Charged,Fairly Charged,0,1,1,0,1,1,1,1,1,1,Digital,Online,Indifferent,Indifferent,0,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,Moderate Time,Accurate,Underestimated,Accurate,Underestimated,Underestimated,2,1,2,1,1,5,5,3,3
327,35-54,Female,Other,"Below Rs. 50,000","Yes, for the whole household",400,450,50,4000,85,Fairly Charged,Fairly Charged,Fairly Charged,Fairly Charged,Overcharged,0,0,1,0,0,0,1,1,0,1,Indifferent,Online,Pre Planned,Less Frequent,0.1,The deal seems ingenuine and a marketing tactic,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Very Little Time,Overestimated,Overestimated,Overestimated,Underestimated,Underestimated,1,1,1,1,2,3,4,2,2
328,18-24,Female,Other,"Above Rs. 5,00,000",No,200,200,80,6500,200,Fairly Charged,,Fairly Charged,Overcharged,Overcharged,0,0,1,1,0,1,1,1,1,1,Digital,Online,Indifferent,Indifferent,0.05,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,Excessive Time,Accurate,Accurate,Overestimated,Accurate,Underestimated,1,,1,2,2,5,5,3,3
329,18-24,Female,Bangalore,"Below Rs. 50,000","Yes, but only for myself",180,149,40,35000,178,Overcharged,Overcharged,Fairly Charged,Overcharged,Overcharged,0,0,1,0,0,1,1,1,1,0,Digital,Indifferent,Indifferent,Indifferent,0,The deal is likely to be shadowed by additional hidden costs,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Considerable Time,Underestimated,Underestimated,Accurate,Overestimated,Underestimated,2,2,1,2,2,4,3,3,3
330,35-54,Male,Other,"Rs. 50,000- 2,00,000","Yes, for the whole household",350,350,40,5000,70,Overcharged,Overcharged,Overcharged,Overcharged,Overcharged,0,0,0,0,0,0,1,1,0,0,Indifferent,Offline,Spontaneous,More Frequent,0,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,Moderate Time,Overestimated,Overestimated,Accurate,Underestimated,Underestimated,2,2,2,2,2,3,2,4,5
331,18-24,Male,Other,"Below Rs. 50,000",No,300,350,40,5000,70,Overcharged,Fairly Charged,Overcharged,Overcharged,Fairly Charged,0,1,1,0,0,1,1,1,1,1,Indifferent,Offline,Indifferent,Less Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,,Considerable Time,Accurate,Overestimated,Accurate,Underestimated,Underestimated,2,1,2,2,1,3,2,3,2
332,18-24,Male,Other,"Below Rs. 50,000",No,250,300,40,18000,140,Fairly Charged,Overcharged,Fairly Charged,Overcharged,Overcharged,0,1,1,1,1,1,1,1,1,1,Digital,Online,Indifferent,Less Frequent,0.1,The deal seems ingenuine and a marketing tactic,In most cases I feel the price is justified because the product is better,Very Little Time,Accurate,Accurate,Accurate,Overestimated,Underestimated,1,2,1,2,2,5,5,3,1
333,25-34,Male,Delhi/NCR,"Below Rs. 50,000",No,300,250,30,15000,120,Fairly Charged,Overcharged,Fairly Charged,Overcharged,Overcharged,1,1,1,0,0,0,0,0,1,1,Digital,Indifferent,Indifferent,,0.1,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,Moderate Time,Accurate,Accurate,Underestimated,Overestimated,Underestimated,1,2,1,2,2,5,3,3,
334,18-24,Male,Other,,"Yes, but only for myself",350,270,20,20000,90,Fairly Charged,Overcharged,Fairly Charged,Overcharged,Overcharged,1,1,1,0,0,1,1,1,0,1,Digital,Indifferent,Pre Planned,Less Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,Considerable Time,Overestimated,Accurate,Underestimated,Overestimated,Underestimated,1,2,1,2,2,5,3,2,2
335,18-24,Male,Other,"Below Rs. 50,000",No,220,110,40,10000,145,Overcharged,Overcharged,Fairly Charged,Overcharged,Overcharged,1,1,1,0,1,1,1,1,1,1,Digital,Offline,Spontaneous,Less Frequent,0.1,The deal is likely to be shadowed by additional hidden costs,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",No Time,Accurate,Underestimated,Accurate,Overestimated,Underestimated,2,2,1,2,2,5,1,5,1
336,18-24,Female,Other,"Rs. 50,000- 2,00,000",No,150,300,40,10000,300,Overcharged,Fairly Charged,Fairly Charged,Overcharged,Overcharged,0,1,1,1,0,1,1,1,1,1,Digital,Offline,Pre Planned,Less Frequent,0.05,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,No Time,Underestimated,Accurate,Accurate,Overestimated,Accurate,2,1,1,2,2,5,1,1,2
337,25-34,Female,Other,"Below Rs. 50,000","Yes, but only for myself",150,150,70,16000,250,Overcharged,Overcharged,Fairly Charged,Overcharged,Overcharged,0,0,1,0,0,1,1,1,1,1,Cash,Offline,Pre Planned,Less Frequent,0,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,Moderate Time,Underestimated,Underestimated,Overestimated,Overestimated,Accurate,2,2,1,2,2,1,1,1,1
338,18-24,Male,Bangalore,"Below Rs. 50,000",No,240,350,40,7000,120,Overcharged,Fairly Charged,Overcharged,Fairly Charged,Overcharged,0,1,1,0,0,1,1,1,1,1,Digital,Offline,Pre Planned,Less Frequent,0.1,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,Excessive Time,Accurate,Overestimated,Accurate,Accurate,Underestimated,2,1,2,1,2,4,1,1,1
339,18-24,Male,Bangalore,"Rs. 2,00,000- 5,00,000","Yes, but only for myself",250,200,90,4000,150,Fairly Charged,Overcharged,Fairly Charged,Fairly Charged,Overcharged,1,1,1,1,0,1,1,1,1,1,Digital,Indifferent,Pre Planned,Less Frequent,0.05,The deal seems ingenuine and a marketing tactic,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Considerable Time,Accurate,Accurate,Overestimated,Underestimated,Underestimated,1,2,1,1,2,4,3,1,2
340,18-24,Female,Delhi/NCR,"Rs. 50,000- 2,00,000","Yes, but only for myself",200,350,40,8000,180,Fairly Charged,Fairly Charged,Undercharged,Fairly Charged,Fairly Charged,0,1,1,0,0,1,1,1,1,1,Digital,Indifferent,Spontaneous,Indifferent,0.05,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the price is justified because the product is better,Very Little Time,Accurate,Overestimated,Accurate,Accurate,Underestimated,1,1,0,1,1,4,3,4,3
341,18-24,Male,Other,"Above Rs. 5,00,000","Yes, but only for myself",300,300,40,5000,260,Overcharged,Overcharged,Fairly Charged,Overcharged,Fairly Charged,0,0,1,0,1,1,1,1,1,1,Digital,Online,Spontaneous,More Frequent,0.05,The deal is genuine,In most cases I feel the brand is overcharging,No Time,Accurate,Accurate,Accurate,Underestimated,Accurate,2,2,1,2,1,5,5,5,5
342,18-24,Male,Mumbai,"Rs. 50,000- 2,00,000","Yes, but only for myself",180,250,50,4000,40,Overcharged,Overcharged,Fairly Charged,Overcharged,Overcharged,1,1,1,0,1,1,1,1,1,0,Digital,Indifferent,Spontaneous,Less Frequent,0.1,The deal is likely to be shadowed by additional hidden costs,In most cases I feel the brand is overcharging,Excessive Time,Underestimated,Accurate,Overestimated,Underestimated,Underestimated,2,2,1,2,2,5,3,5,1
343,18-24,Male,Bangalore,"Below Rs. 50,000","Yes, but only for myself",250,300,40,7999,85,Overcharged,Overcharged,Overcharged,Overcharged,Overcharged,0,1,1,1,0,0,1,1,0,0,Digital,Online,Spontaneous,Less Frequent,0.05,The deal seems ingenuine and a marketing tactic,In most cases I feel the brand is overcharging,Excessive Time,Accurate,Accurate,Accurate,Accurate,Underestimated,2,2,2,2,2,5,5,5,1
344,18-24,Female,Bangalore,"Below Rs. 50,000","Yes, but only for myself",200,200,42,2000,250,Fairly Charged,Overcharged,Fairly Charged,Overcharged,Overcharged,0,1,1,0,0,1,1,1,0,1,Digital,Indifferent,Spontaneous,More Frequent,0.05,The deal seems ingenuine and a marketing tactic,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Moderate Time,Accurate,Accurate,Accurate,Underestimated,Accurate,1,2,1,2,2,5,3,4,4
345,18-24,Female,Bangalore,"Below Rs. 50,000","Yes, but only for myself",200,200,42,2000,250,Fairly Charged,Overcharged,Fairly Charged,Overcharged,Overcharged,0,1,1,0,0,1,1,1,0,1,Digital,Indifferent,Spontaneous,More Frequent,0.05,The deal seems ingenuine and a marketing tactic,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",Moderate Time,Accurate,Accurate,Accurate,Underestimated,Accurate,1,2,1,2,2,5,3,4,4
346,18-24,Female,Delhi/NCR,"Rs. 2,00,000- 5,00,000","Yes, but only for myself",250,250,100,15000,65,Fairly Charged,Overcharged,Fairly Charged,Overcharged,Overcharged,0,0,0,1,1,1,1,1,0,1,Indifferent,Offline,Indifferent,Indifferent,0.1,The deal is likely to be shadowed by additional hidden costs,"In most cases I feel the price is justified only when there are other cost elements involved (eg: the product adhering to sustainable practices, import duties, delivery charges, etc.)",No Time,Accurate,Accurate,Overestimated,Overestimated,Underestimated,1,2,1,2,2,3,1,3,3
347,18-24,Female,Delhi/NCR,"Rs. 50,000- 2,00,000",No,450,350,50,5000,300,Fairly Charged,Overcharged,Fairly Charged,Fairly Charged,Overcharged,1,1,1,0,1,1,1,1,0,1,Cash,Offline,Pre Planned,Less Frequent,0,The deal is genuine,In most cases I feel the brand is overcharging,Moderate Time,Overestimated,Overestimated,Overestimated,Underestimated,Accurate,1,2,1,1,2,2,2,2,2
